Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1996 [YR1996],1997 [YR1997],1995 [YR1995],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004]
Brazil,BRA,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,-7.47832697870198,-6.62595227964182,-7.53129620259274,-4.97826556061294,-2.47008002774591,-1.31522564404725,-2.39963161250965,-2.26560061094524,-4.29288943457265,-1.15821325965486,-2.05803259834183,-1.80412598077017,-2.47260169802398,-3.58592402604533,..,-0.00698463970312876,..,-3.37248643107854,-1.17851834826644,-1.83020910619268,-2.83731566179444,-3.55544039886757,-1.83968514743579
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.36127937311958,4.63470569099687,4.89301052063879,4.31914942942436,4.32560979028385,4.50688702754023,4.1683282240444,4.34203412773382,4.11575648758173,6.1671843856504,5.47527489339298,4.80104301642181,4.75045997570861,4.64598154008681,4.7500447835131,4.76841121077967,4.68504702949228,5.01166646465693,4.47677399196415,4.56785118317928,4.41691543601929,4.37004377798394,4.65116882283132,5.66531157603221
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,18.4428162061965,18.3532311195126,18.352790438481,19.3600439775462,20.4724592028246,21.2248139307805,22.1336473676777,23.1020509635585,23.267977354744,23.0838178175003,22.4953278200255,22.6395279130452,23.0066186321239,21.746711247782,22.1187903791379,22.340114560034,22.5941476157036,23.3814603902749,21.8785926286899,23.0852937543312,23.1253804129963,23.5440216715158,24.172578278061,24.306623290035
Brazil,BRA,Net migration,SM.POP.NETM,..,30000,..,..,..,..,15924,..,..,..,0,..,..,..,..,..,0,..,..,..,0,..,..,..
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,15820,15370,15010,15470,16030,15920,15180,14670,13900,9440,9260,8970,8810,8170,8210,8080,8320,7980,12990,13010,12300,11370,10690,10150
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,75.723,75.509,75.284,75.042,74.777,74.488,74.174,73.838,71.29,70.896,70.486,70.055,69.599,69.12,68.112,68.622,67.6,73.488,73.129,72.768,72.405,72.04,71.67
Brazil,BRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,12.7047397240845,12.7729481529037,12.8248632636748,12.7616846849996,13.4416927830225,13.6514575347955,14.2201231457951,13.623447382748,15.2443835794125,15.7200793014938,14.5597634912304,13.7748558448485,13.1676782681546,11.9522879043931,..,10.195504832701,..,14.4175315312695,15.4928137311561,15.7755338293533,15.3813115855246,16.5289704985959,15.752770727775
Brazil,BRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,4.8,4.3,3.4,2.8,3.8,3.8,4.7,..,11.1,10.3,11.6,..,13.4,12.7,14.2,14,13,5.4,5.6,6.8,7.2,8.6,9.7
Brazil,BRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,27.1817527990553,28.8902142221448,28.5200949461167,26.52264688778,27.859066498725,28.8879978974381,28.3873449016797,28.2927992220695,20.6973748729083,21.460119919437,20.5097866018968,19.5546641476175,19.2186569981324,18.3064904659344,..,21.5062833229014,..,23.9755571361405,27.0091876538422,25.7507315291556,25.6877859277625,22.4238480365283,21.3622079592237
Argentina,ARG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,18282.0939276744,18945.1440219822,18645.0918508457,19243.5794686236,18935.0024966208,19637.7553833376,19392.3097931241,19817.4504765479,18911.8231883276,13439.1071255147,12480.9976567284,14159.5848404901,14975.3033216,15261.4419922845,15973.0672585851,14556.7335748029,15556.0175645669,13959.9996570558,17302.6541492773,18575.8877229221,18029.6825798292,16705.8696830038,15619.451344,14498.7723316514
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,40.3720697597118,26.0074831458529,41.1193799882279,26.5799916024707,40.2829716315506,23.9487984162746,22.3148806733049,23.7034721839593,20.915124272047,10.4957030215496,30.555204053903,-1.09576771833679,1.03728710073175,-1.83655839220663,-1.70527962400088,-0.0523754965904146,-0.46391313116429,3.16512339016519,15.3776493708921,23.1711649813124,14.9399250245835,13.7410524859152,10.3175111982406,18.3633542492033
Argentina,ARG,Trade (% of GDP),NE.TRD.GNFS.ZS,30.7660199172401,25.2233319634767,26.0938878488799,22.4862260889792,28.4067936452275,29.3339290021037,30.5265423717108,35.2061549999644,34.9710132635696,40.6447480311085,41.7527243585642,21.8522554515453,22.6224447777343,21.3827449624898,23.3500279730689,21.5064684057215,23.3361788437439,19.7714230903755,34.0571269054879,40.4026733790382,40.945170618571,40.4334798719151,40.5512709706238,40.692646108947
Argentina,ARG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,446730617131.025,458253820042.814,446342760088.163,455825423287.839,443707073929.401,455143068397.581,444452545623.356,449061807872.401,423627422092.49,281106256200.528,258281789127.305,289860609223.184,303229512290.352,305641016669.195,316350941905.026,281768091694.844,304622433397.251,267011210297.951,384677312577.801,408876787794.809,392934518437.813,360465082297.96,333618311350.415,306488951656.956
Argentina,ARG,"Population, total",SP.POP.TOTL,44494502,44044811,43590368,43131966,42669500,42202935,41733271,41261490,40788453,38087868,37681749,37275652,36870787,36467218,36063459,35246374,35657429,34828170,40482788,40080160,39684295,39289878,38892931,38491972
Argentina,ARG,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,75766184822.0649,73390804711.2403,71384640574.7552,70022565842.9763,81836807734.7264,89608120129.4452,94330755729.5577,97616690275.3835,81123016360.6088,34336010000,29054500000,31116753076.8311,31236920314.834,27997318724.6817,31255969562.6126,28424754642.4929,31003771471.3552,24956432000,66335605323.6348,81583621071.7764,66122298496.1757,54528515092.9204,46892210000,39757250000
Argentina,ARG,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,74864380850.7322,74874747888.2482,73610778836.9358,69894253858.4586,71890933183.0461,77284766433.7049,80104642370.9845,83536585369.3008,80208867995.7171,55336618844.529,52206638632.5193,50640355142.009,49289338916.5561,47992396563.0453,48604954076.4381,39167696785.6267,43937319883.7772,36385381307.3708,70422336693.7513,77683495718.0705,77112956639.8029,71292328739.2415,67536487416.1127,59826719523.6325
Argentina,ARG,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,86340738848.3788,89002064814.447,75420138818.6909,76622786928.8407,80936630075.2277,90301801003.8742,83387067666.9896,88418247225.6699,68779495712.0305,18724510000,13337220000,27594942433.1669,33068803786.7906,32903076780.5168,38797517536.8013,30212204066.2181,37511586708.7859,26035117000,49682786813.2391,68242684098.4796,53551718519.8869,41261872519.761,34796990000,27823640000
Argentina,ARG,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,88083865871.2389,92841666988.2535,80482599119.1733,76053140241.0912,72631250477.273,82050662341.2375,78983814819.8065,82903720962.9075,67937933972.3653,25160624642.2197,18289940526.9557,36623502524.091,42559032988.0605,42626198507.0667,48038596282.0621,34925366306.9393,44310354661.9124,29716358765.2826,50248309418.1331,61591218916.5476,54235675229.3107,45332285481.5857,40842890904.523,35255515116.4463
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12161837193.0686,11516861462.2845,3260164341.77393,11758994011.286,5065335541.96486,9821661858.15874,15323933916.8241,10839930944.6815,11332718626.4345,1652010000,2148910000,2166136829.76399,10418314339.1428,23987696389.6428,7290657132.08156,6948536686.64725,9160272052.4446,5609423403.56467,4017158924.88408,9725560000,6473150000,5537340000,5265250000,4124710000
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.34569343707231,1.79196134499023,0.584749931723909,1.97713461784426,0.962406650325519,1.77920553648531,2.80667189982932,2.04464008003071,2.67516171886537,1.29481086883944,2.19895819502207,0.806164134759348,3.66579059535379,8.46058217133806,2.43876896154487,2.55320340608332,3.12787793868196,2.17392758974997,1.20643922647566,2.68990286531228,2.25129153609907,2.3810651968205,2.64935441452167,2.5050175164097
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.7740638033678,18.7572317129789,17.6632278606203,17.0707048841583,17.2628810064651,17.3057789012596,16.5019865298875,18.39845891735,17.7055338062046,14.1469621012504,10.8539052402585,15.6259653308051,17.5334874363903,17.8629278753399,20.9707691548621,19.6238724452255,20.8260515469902,18.5004105114971,16.0531123592112,19.5727758777106,20.099113202908,18.6804872364334,18.8882641376513,17.5512703642799
Argentina,ARG,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,80131897227.9654,87310901175.6265,75333400041.9997,79368487952.6835,75909512355.3215,80947291819.5158,77336433977.4571,87075935906.7979,75005496430.9387,36038062293.0546,25706305306.6221,41192363760.929,46774183457.3503,48625810622.0592,58530076426.0573,47855799132.8867,55796400321.1563,42311605077.4156,56589932108.1661,73561767542.5991,68953310661.1875,57303478885.2748,53621551265.8523,46710160975.2367
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.48299980163574,8.34700012207031,8.01599979400635,7.64300012588501,7.26800012588501,7.09999990463257,7.21700000762939,7.17899990081787,7.71400022506714,15.3599996566772,19.5900001525879,17.3199996948242,15,14.0500001907349,12.6499996185303,17.1100006103516,14.8199996948242,18.7999992370605,8.64500045776367,7.83699989318848,8.47000026702881,10.0769996643066,11.5059995651245,13.5220003128052
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,16.2585100979651,16.0941907925267,15.9281350828921,15.7606327351655,15.5916453818299,15.421160233713,15.2495426957383,15.0771515955406,14.904301546759,13.9174944915208,13.7690966094077,13.620706766203,13.4727671018639,13.3253010023057,13.177765475812,12.8791985939219,13.0294001147371,12.7263847933087,14.7926100508278,14.6454877973026,14.5008367772747,14.3567148635761,14.211668475421,14.0651560827131
Argentina,ARG,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,-5.5262548061986,-5.33377782706346,-3.39011034719535,-2.90614606577065,..,..,..,..,-2.82936804297577,-5.70628319150298,-3.31954145332982,-2.77220128165093,-2.92441883021836,-1.58616081545886,-2.33400912549065,-1.65752119620705,-1.71796687810705,..,..,..,..,..,-0.425276316786123
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.14020587171811,5.47838222945344,6.26456582010254,5.1566859021408,6.71270351428559,6.05291843670451,5.7817442068501,6.99873377022519,7.13216745078964,10.328166939117,10.2066467144411,4.56858960891786,4.67991094417297,4.45782610229152,5.25272256987623,5.61086611323361,5.22197210944516,5.351464616273,5.27362346890139,7.3189545972436,7.45235394606923,6.93557229126392,7.93875427420939,8.36248661002826
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.0503443790076,21.8690650957909,22.0541072112108,23.153056135905,24.2773944936602,24.0058814423072,24.4290570649122,25.2126976058843,25.2587762576722,32.6450990996503,30.5577370913046,25.2434339827333,25.9908360111364,26.1936304991129,26.7121357626278,26.5925606398683,27.1791508883114,26.3012103355498,25.2842047993735,26.2724599395946,27.4152361334783,29.2032796652469,28.6263140439084,28.816922006834
Argentina,ARG,Net migration,SM.POP.NETM,..,24002,..,..,..,..,30000,..,..,..,-90000,..,..,..,..,..,-80000,..,..,..,-84998,..,..,..
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,19820,20310,19690,20170,19600,19930,19300,19250,17890,10850,9790,11180,11600,11570,11950,10640,11550,10040,16240,17410,16550,14830,12340,11140
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,76.738,76.577,76.415,76.252,76.089,75.926,75.761,75.595,74.424,74.236,74.039,73.832,73.618,73.397,72.947,73.173,72.719,75.431,75.268,75.105,74.941,74.775,74.603
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,10.9555014904363,12.0972836411962,12.3365069418291,12.6109666067191,12.4529027558077,12.9528415127413,12.6636277012315,12.8530426903256,12.5187797002949,9.81895834666325,9.32489879390056,9.62260350188905,9.07612433559182,9.03052618638845,8.17178777492906,8.69008635554994,8.05435765172309,12.3830415594157,13.3178463574032,12.4482684483004,12.8788866954319,13.1031756459852,13.1007798994386
Argentina,ARG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,0.4,0.6,..,0.7,0.8,0.8,0.9,1.1,7,14,9.4,5.7,4.8,4.6,4.6,4.1,4.1,2.6,2.6,2.9,3.3,3.9,5.4
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,19.3651896285052,21.2567013071388,22.1490803040164,22.3322943705014,21.5652829643596,21.182234604867,20.196408074281,21.2413164267537,17.1997019513553,14.0561136349095,13.7775019608536,14.1776102532074,14.0111384261594,13.7561266874785,13.0408350549651,13.6002991200544,14.0262971514164,20.1360210279783,18.9717341522181,17.9300729987004,17.2017551603052,16.6216575161027,16.7347777696665
Australia,AUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,45439.3071629835,44888.0199908538,44605.6496773446,44053.7311774575,43672.1303729673,43218.2609881052,42847.7721932252,41965.3584189919,41529.7844367051,37197.9761613101,36567.9378467547,35592.787014827,35392.589527158,34461.6780911452,33174.4998403259,31178.9368740762,32055.0211775378,30411.701168612,41326.3947124107,41385.3926060226,40733.135880066,39470.9995540558,38968.6137033081,38260.3873683081
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.82636322804466,3.71681554341869,-0.496665182316661,-0.701819048219051,1.44435867013917,-0.154201033388517,1.87344999094137,6.25279321685974,1.16717956010221,3.11355512989975,2.86034065734707,4.62087692521904,2.57973623345195,0.356985319062758,1.27299211763314,2.69573226905342,1.23328772209699,2.2653636201629,5.00189473867543,4.52554658631135,5.01164045135603,5.09236190064838,3.79715510799177,3.3110894896587
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,43.0022595965199,41.7468965923723,40.7388513881361,41.4997118922034,42.506490337998,41.2084303462784,43.2103466719308,41.9067330593482,40.6496717288741,40.2961446264483,41.5572758742756,44.3652083634724,41.0290111758291,39.1346484106034,40.0704305582242,38.3323319414935,38.0748112251054,37.8015516603413,45.7979042094362,42.8703326982714,42.0514396834877,41.6042270907138,39.2711826369216,37.1207343685942
Australia,AUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1422550005324.64,1383333225865.24,1351669261177.29,1314255624127.52,1284254470331.22,1252091897568.26,1220175492942.96,1174364700089.06,1146138465603.81,927044119235.146,900165537707.341,865531875868.232,849136607514.988,817003041825.571,777552637827.885,715157638655.217,743524204658.442,688454667518.61,1122921831117.46,1101585168586.88,1062711770160.28,1023370338682.13,995549419251.556,964640422450.762
Australia,AUS,"Population, total",SP.POP.TOTL,24992369,24601860,24190907,23815995,23475686,23128129,22733465,22340024,22031750,19895400,19651400,19413000,19153000,18926000,18711000,18311000,18517000,18072000,21691700,21249200,20827600,20697900,20394800,20127400
Australia,AUS,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,327143693504.351,296717589433.397,250935913792.702,243111312858.23,297177078853.115,307257830406.135,311985984116.933,324140478278.654,260249450614.58,94088600035.3725,84497680537.5187,81575692194.6449,83989348863.1056,74820158381.932,73133991014.8336,79842872962.3057,84393594743.4521,70182584496.6265,195104905304.235,232680429205.088,182994104398.621,157748983800.885,137448890573.078,114901826681.727
Australia,AUS,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,332750956743.03,321856209314.244,305065845657.691,285522299839.268,267264490951.616,252248151459.422,239544071618.346,229003267845.653,227050118911.301,181183843671.625,180285636291.321,181279434294.073,166859890309.598,151840106110.289,148986166265.297,128478963631.38,142462752165.775,116841881819.256,216862397617.922,211769398148.011,203607164638.404,195509519387.209,189868811485.972,183520216272.549
Australia,AUS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,310710811033.662,289563970275.316,261179085907.948,270881116250.37,306260691461.465,314678708518.524,333428486855.437,311577295449.747,254063849930.763,108505271568.209,89216900918.4847,79477681918.1865,88268064342.9474,84902583708.4709,79601560688.5168,80376140344.9933,82747225907.2292,75423012737.8905,205140564020.234,246425653408.644,205831192159.559,170030097679.06,152261873019.855,134090529136.466
Australia,AUS,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,323405382273.298,303288606203.176,289665695943.809,290008358103.707,287239480699.456,294101081511.076,293297079077.364,263374314904.594,238851404915,132130528856.751,116725775365.912,115172094987.252,116305387399.012,103799890085.459,98751055675.8367,81508462942.0318,89572724358.7583,77859528819.7987,222936001229.777,230841467987.038,201709334066.131,182435005452.539,168711803829.299,149966512160.135
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,58048370111.9964,44479716896.2638,39225714066.7271,45051418215.3716,63195482811.6136,53997299139.8889,57550426822.6138,65554890649.5348,35210733743.0829,8985246029.5004,14656321800.5386,10717133150.6924,14892978180.1828,3311038586.09037,5956935412.56439,6181381324.81178,7631273089.6073,12026426011.7474,28683266147.8801,45160024270.9395,44440090037.7723,30551100656.5983,-25093141435.1896,42907672820.3756
Australia,AUS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.05310470085305,3.34232108553278,3.24171849539953,3.33338871116425,4.3063839544263,3.42582358029025,3.72217187360839,4.69372391405916,3.07211866626719,1.92614705261838,3.71376212294673,2.83240234431957,3.58674526948965,0.852024842041248,1.49334376450546,1.54417665425862,1.75605957126988,3.27502452703504,3.09151820481379,4.28465048042784,5.20924970813456,4.0950242402329,-3.61881463501012,7.00544417278242
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.329928152949,24.0503323298453,25.4189132528482,26.2597328723609,26.7456350522042,27.8957916614323,27.7425576441621,26.5072122273973,26.8511409755989,26.0162804634439,24.4931077503172,23.4797877078174,26.3080439047188,26.2143609275955,25.6909999540892,24.8512601426462,24.9166653160235,26.0470269953313,27.3960536287491,28.6645947169529,27.5714089820199,27.6044478789278,27.5588673104423,27.171939946971
Australia,AUS,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,349996256870.875,334712329547.898,333371869772.109,347919479963.153,358280865482.979,366148243240.612,359924435693.225,324780768649.247,307751255174.844,202352643775.766,181972040896.698,168256244046.063,182475327240.021,173015040075.265,162407824953.061,140026534559.041,150639563210.823,137006816896.166,297805122334.909,299937860225.89,272325216308.54,254787433522.185,242177869842.544,226680638796.646
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.38700008392334,5.5939998626709,5.71099996566772,6.05600023269653,6.07800006866455,5.66300010681152,5.22399997711182,5.08099985122681,5.21099996566772,5.92899990081787,6.36800003051758,6.74200010299683,6.28299999237061,6.87200021743774,7.67600011825562,8.50599956512451,8.36200046539307,8.4689998626709,5.56099987030029,4.23400020599365,4.3769998550415,4.78200006484985,5.03200006484985,5.39499998092651
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.24912948744283,3.19836141871706,3.14493553058884,3.10011259648803,3.05581479504836,3.01057352615753,2.95920036968095,2.90798641031983,2.86785858401781,2.58977129245148,2.55800997097223,2.52697759785481,2.49313356677037,2.46358512424664,2.43559871392682,2.38353097379691,2.41034585996381,2.35242049906929,2.82359449643987,2.76599455892116,2.71111516082423,2.69423219608711,2.65477786600367,2.61997058172683
Australia,AUS,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,-2.03387678859651,-2.36360016049694,-2.64012627493856,-2.16373793422707,-1.45823718827031,-3.01495607079358,-3.65482111671286,-4.01748832433787,0.848232121454255,-0.430492155815091,0.835950109635126,2.01373648396225,0.55342252810248,1.99473896313023,-1.73844150576479,-0.403932352586302,-3.23151362707176,-2.43067266068587,1.90807372381007,1.63096946142668,1.72867135674357,1.25318337198372,0.825978846486628
