Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.79999924,17.11000061,14.81999969,12.64999962,14.05000019,15,17.31999969,19.59000015,15.35999966,13.52000046,11.51000023,10.07999992,8.470000267,7.840000153,8.649999619,7.710000038,7.179999828,7.21999979,7.099999905,7.269999981,7.151000023,8.696000099,8.517999649
Argentina,ARG,"Population, total",SP.POP.TOTL,34994814,35419682,35833969,36241590,36648068,37057452,37471509,37889370,38309379,38728696,39145488,39558890,39970224,40382389,40799407,41223889,41656879,42096739,42539925,42981515,43417765,43847430,44271041
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,12.78727733,12.94252619,13.0939087,13.24285542,13.39138448,13.54097541,13.69227388,13.84496235,13.9984357,14.1516562,14.30395405,14.45501317,14.60531664,14.75592376,14.90830419,15.06341201,15.22162868,15.38235569,15.54429804,15.7056572,15.8650651,16.0220668,16.17685635
Argentina,ARG,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-1.717966878,-2.334009125,-1.657521196,-1.586160815,-2.92441883,-2.772201282,-3.319541453,-5.706283192,-2.829368043,-0.425276317,..,..,..,..,..,..,..,..,..,-2.906146066,-3.390110347,-5.359448199,-5.572813244
Argentina,ARG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,4.1,4.6,4.1,4.6,4.8,5.7,9.4,14,7,5.4,3.9,3.3,2.9,2.6,2.6,1.1,0.9,0.8,0.8,0.7,..,0.6,..
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.351464616,5.610866113,5.221972109,5.25272257,4.457826102,4.679910944,4.568589609,10.20664671,10.32816694,8.36248661,7.938754274,6.935572291,7.452353946,7.318954597,5.273623469,7.132167451,6.99873377,5.781744207,6.052918437,6.712703514,5.156685902,6.35390414,5.608730876
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.30121034,26.59256064,27.17915089,26.71213576,26.1936305,25.99083601,25.24343398,30.55773709,32.6450991,28.81692201,28.62631404,29.20327967,27.41523613,26.27245994,25.2842048,25.25877626,25.21269761,24.42905706,24.00588144,24.27739449,23.15305614,22.18749786,21.81993653
Argentina,ARG,Net migration,SM.POP.NETM,..,..,-80000,..,..,..,..,-90000,..,..,..,..,-84998,..,..,..,..,30000,..,..,..,..,24002
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,8.054357652,8.171787775,8.690086356,9.030526186,9.076124336,9.622603502,9.324898794,9.818958347,12.5187797,13.1007799,13.10317565,12.8788867,12.44826845,13.31784636,12.38304156,12.85304269,12.6636277,12.95284151,12.45290276,12.61096661,12.33650694,12.15550537,11.04780108
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,14.02629715,13.04083505,13.60029912,13.75612669,14.01113843,14.17761025,13.77750196,14.05611363,17.19970195,16.73477777,16.62165752,17.20175516,17.930073,18.97173415,20.13602103,21.24131643,20.19640807,21.1822346,21.56528296,22.33229437,22.1490803,21.35900542,19.52834044
Argentina,ARG,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,13676.16361,14227.26239,15188.22577,15542.39412,14829.0289,14543.26298,13718.98155,11776.14777,12835.17842,12831.98054,13796.16131,16075.36597,17459.85095,18001.03037,16660.5701,18085.59823,19068.28336,18776.45874,19075.42474,18427.65066,18776.38249,18187.5518,18444.47318
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.719,72.947,73.173,73.397,73.618,73.832,74.039,74.236,74.424,74.603,74.775,74.941,75.105,75.268,75.431,75.595,75.761,75.926,76.089,76.252,76.415,76.577,..
Australia,AUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,30412.07805,31179.30787,32055.38506,33174.90765,34443.86618,35377.72955,35578.64207,36553.96461,37183.68457,38225.69371,38928.04076,39445.13292,40680.18963,41331.52797,41266.86638,41464.04007,41894.17305,42754.45629,43118.08613,43547.19748,43923.25827,44493.48089,44648.70991
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.272651898,2.695782976,1.233343122,1.272896805,0.355066029,2.579481368,4.62148467,2.860257973,3.113409302,3.309029336,3.795763491,5.092929969,5.014311782,4.525093288,5.003473379,1.163802785,6.25869016,1.874443802,-0.157896221,1.439945165,-0.728029657,-0.45836818,3.701453585
Australia,AUS,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,70182584497,79842872962,84393594743,73133991015,74820158382,83989348863,81575692195,84497680538,94088600035,1.14902E+11,1.37449E+11,1.57749E+11,1.82994E+11,2.3268E+11,1.95105E+11,2.60249E+11,3.2414E+11,3.11986E+11,3.07258E+11,2.97056E+11,2.42997E+11,2.50758E+11,2.96499E+11
Australia,AUS,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,1.16842E+11,1.28479E+11,1.42462E+11,1.48985E+11,1.51839E+11,1.66859E+11,1.81279E+11,1.80286E+11,1.81184E+11,1.83521E+11,1.89868E+11,1.9551E+11,2.03607E+11,2.11769E+11,2.16862E+11,2.2705E+11,2.29003E+11,2.39543E+11,2.52248E+11,2.67264E+11,2.85389E+11,3.04982E+11,3.21687E+11
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,37.80155166,38.33233194,38.07481123,40.07043056,39.15611624,41.04763649,44.38409344,41.57436305,40.31285441,37.15629232,39.31461591,41.63393488,42.10755245,42.92779763,45.86498313,40.71638445,41.97793977,43.2870791,41.27357906,42.5798483,41.54738733,40.77147319,41.89297006
Australia,AUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6.88425E+11,7.15126E+11,7.43491E+11,7.77519E+11,8.16535E+11,8.48733E+11,8.6514E+11,8.99772E+11,9.26637E+11,9.63712E+11,9.94458E+11,1.02264E+12,1.06127E+12,1.10009E+12,1.12124E+12,1.14426E+12,1.17231E+12,1.21793E+12,1.25008E+12,1.28206E+12,1.3122E+12,1.3493E+12,1.37572E+12
Australia,AUS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,75423012738,80376140345,82747225907,79601560689,84902583708,88268064343,79477681918,89216900918,1.08505E+11,1.34091E+11,1.52262E+11,1.7003E+11,2.05831E+11,2.46426E+11,2.05141E+11,2.54064E+11,3.11577E+11,3.33428E+11,3.14679E+11,3.06098E+11,2.70668E+11,2.60918E+11,2.89092E+11
Australia,AUS,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,77859480358,81508497751,89573126018,98751178645,1.038E+11,1.16306E+11,1.15172E+11,1.16726E+11,1.3213E+11,1.49967E+11,1.68712E+11,1.82435E+11,2.0171E+11,2.30841E+11,2.22936E+11,2.38851E+11,2.63374E+11,2.93297E+11,2.94101E+11,2.8724E+11,2.89784E+11,2.89394E+11,3.0294E+11
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12026426012,6181381325,7631273090,5956935413,3311038586,14892978180,10717133151,14656321801,8985246030,42907672820,-25093141435,30551100657,44440090038,45160024271,28683266148,35210733743,65554890650,57550426823,53997299140,63195482812,45051418215,39225714067,42579724525
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.047027,24.85126014,24.91666532,25.69099995,26.22874116,26.31998656,23.48978242,24.50317862,26.02706875,27.14519045,27.52596185,27.59744466,27.51217579,28.60648257,27.32507776,26.76627057,26.41415509,27.6497194,27.80950556,26.6506076,26.1433301,25.29549218,24.17924414
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.470000267,8.510000229,8.359999657,7.679999828,6.869999886,6.28000021,6.739999771,6.369999886,5.929999828,5.389999866,5.03000021,4.78000021,4.380000114,4.230000019,5.559999943,5.210000038,5.079999924,5.21999979,5.659999847,6.070000172,6.059999943,5.71999979,5.590000153
Australia,AUS,"Population, total",SP.POP.TOTL,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22742475,23145901,23504138,23850784,24210809,24598933
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.352420499,2.383530974,2.41034586,2.435598714,2.463585124,2.493133567,2.526977598,2.558009971,2.589771292,2.619970582,2.654777866,2.694232196,2.711115161,2.765994559,2.823594496,2.867858584,2.90798641,2.960373196,3.012886896,3.059518373,3.104641058,3.147522887,3.197980894
Australia,AUS,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-3.231513627,-1.738441506,-0.403932353,1.994738963,0.553726115,2.014650629,0.836305951,-0.430669162,0.848583862,0.826770052,1.254569372,1.729905726,1.633145801,1.910631374,-2.434232799,-4.024081676,-3.661031283,-3.020309995,-1.460542597,-2.167472126,-2.644991625,-2.367492486,-2.045221927
Australia,AUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.7,..,..,..,..,..,0.7,..,1,..,..,..,..,0.5,..,0.5,..,..,..,..,..,..,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.021633065,3.392159576,3.243344481,3.038954458,3.063079924,3.120484097,3.504851256,3.94963545,2.889731561,3.065047692,2.886518942,2.728681485,2.204037248,2.341765208,2.295077016,2.201174832,2.280410601,2.258752004,2.282509346,2.220048428,2.372696749,2.430579825,2.766645923
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.51026049,26.05444665,25.29250429,25.43611003,24.71083461,24.64958486,23.69438934,23.64144239,24.07310261,23.91948524,24.58376386,25.59828626,25.5913265,25.53130505,26.92747846,25.06375671,26.34294971,26.18873597,25.0373236,25.41766514,23.54903528,22.25826161,23.04841103
Australia,AUS,Net migration,SM.POP.NETM,..,..,377552,..,..,..,..,575104,..,..,..,..,1122688,..,..,..,..,913107,..,..,..,..,849966
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.21431474,21.92915453,22.43094161,22.27200615,22.48754036,23.08737567,24.83249759,23.53798629,24.33414769,24.36135152,24.86867126,24.62722917,24.14230356,24.29616487,22.09326537,20.56541596,20.36926388,21.23623731,22.05964996,22.027653,22.04280981,22.28929311,22.21317996
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.09778048,23.70967345,24.23576107,24.15179809,25.17372511,25.95455309,27.07636293,26.00475102,26.6638189,26.63601541,27.09615869,27.02670131,26.46494247,26.64592507,24.50476913,23.33953516,22.71748576,23.56493854,24.47052642,24.44265361,24.50925248,24.84863859,24.77221489
Australia,AUS,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,29535.95828,30245.23338,31143.1979,32299.60546,33553.81017,34536.31419,34752.88934,35735.63442,36313.35335,37298.54548,37637.59089,38041.73454,38970.51931,39728.73843,39888.23398,39919.7934,40209.66008,41486.06758,42122.97998,42490.3558,43138.48652,43637.03842,43560.05774
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.82926829,78.07804878,78.4804878,78.63170732,78.93170732,79.23414634,79.63414634,79.93658537,80.23902439,80.4902439,80.84146341,81.04146341,81.29268293,81.39512195,81.54390244,81.69512195,81.89512195,82.04634146,82.14878049,82.3,82.4,82.5,..
Bolivia,BOL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4106.168962,4201.558009,4323.761615,4453.294757,4386.792444,4412.255566,4403.716952,4431.306088,4470.309111,4575.172868,4694.916606,4836.432529,4972.49627,5191.131904,5278.038268,5407.47022,5598.508445,5792.933051,6090.69557,6324.827258,6531.519398,6707.956184,6885.828577
Bolivia,BOL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,11.42728592,11.58020594,5.705042541,7.051130173,2.411561422,5.19540791,1.870092796,2.820758433,6.329991141,7.967709974,5.940795568,13.66367938,7.373355353,10.38118272,-2.419895917,8.777508322,14.60235401,7.100276603,5.995388017,2.049497254,-4.620602784,-1.354869243,6.061399101
Bolivia,BOL,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1233800000,1312930000,1413840000,1355200000,1310600000,1470024096,1520698270,1555312119,1961205036,2562015186,3279393006,4349355087,4954735467,7023072797,5429960000,6836994924,9122873526,12257994962,12752655397,14007156665,9927413077,8244417819,9151618847
Bolivia,BOL,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,3985404866,4147557661,4060035472,4323224307,3769644415,4336621286,4699910385,4967487490,5571685298,6497729621,7039401089,7837446423,8079558608,8255251315,7367344750,8093221710,8464955684,9590421119,9983139349,11067853174,10412780015,9817758329,9329373116
Bolivia,BOL,Trade (% of GDP),NE.TRD.GNFS.ZS,49.7379857,49.85629111,50.46966341,52.28116177,44.16825464,45.59777511,45.22782135,49.35026047,51.96783514,57.46426632,67.64194249,74.53784911,76.06191165,82.8670212,68.62707452,75.51162654,82.48039513,84.94876125,81.23090732,85.26446981,67.93284494,56.40103455,56.70465284
Bolivia,BOL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11383393982,11879862845,12468416049,13095496623,13151399933,13481211734,13708208504,14048934915,14429849407,15032049492,15696681755,16449653018,17200478143,18258049059,18870971996,19649724655,20672314545,21731207275,23208062665,24475355115,25664169101,26758468587,27881041740
Bolivia,BOL,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1573900000,1731420000,2062340000,2200000000,1988700000,2077840000,1979443800,2071995000,2048112825,2330953949,2864544535,3456895455,4140205095,5778115001,5155790000,6155587585,8777100051,9918911257,11060683460,12920018554,11907150275,10746159595,11677758944
Bolivia,BOL,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,3301799906,3563971502,4046501281,4949306476,4100952677,4292463408,4076122980,4609891564,4652073283,4906331019,5631809944,5922433131,6181384744,6764576146,6073973991,6744604988,7891877582,8229721147,8902860384,10245660792,9691824269,9285477920,9803671488
Bolivia,BOL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,392700000,474100000,730600000,949300000,1010500000,736350000,705756000,676543000,197400000,65430000,-238620000,280763457,366294241.5,512335605.2,423040000,621997989.5,858941070.4,1059965391,1749612614,656566350.8,554643532.3,335365530.4,724658401.2
Bolivia,BOL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.24400457,16.23722012,19.63196933,23.60651199,18.77185221,18.14347892,14.26843529,16.29467272,13.23207319,11.02170245,14.25362106,13.8653305,15.18665491,17.55274034,16.97126133,17.00701824,19.81555272,17.67299206,19.01772662,21.03379709,20.28127665,21.05736151,22.22028662
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.690000057,5.230000019,2.079999924,3.105000019,4.130000114,4.46999979,5.400000095,5.400000095,4.849999905,4.300000191,5.079999924,4.460000038,4.909999847,2.599999905,2.859999895,2.539999962,2.220000029,2.049999952,2.390000105,2.00999999,3.069999933,3.059999943,3.148000002
Bolivia,BOL,"Population, total",SP.POP.TOTL,7566714,7717443,7870855,8026254,8182712,8339512,8496375,8653345,8810420,8967741,9125409,9283334,9441444,9599855,9758748,9918242,10078343,10239004,10400264,10562159,10724705,10887882,11051600
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,6.984873996,7.124012739,7.265628173,7.409077818,7.553505031,7.698247946,7.843049017,7.98794886,8.132945629,8.278169482,8.423713653,8.569495061,8.715447245,8.861677282,9.008352257,9.155582018,9.303372104,9.451679129,9.600539094,9.74998523,9.900032309,10.05066187,10.20179082
Bolivia,BOL,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-2.788267301,-2.583342087,-3.084968144,-2.856970412,-3.210180211,-3.997612717,-6.611523295,-8.711410384,-7.565430646,-5.388926422,-3.690201211,12.16375895,1.242121656,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,19.3,..,25.3,28.6,22.8,24.7,..,13.7,19.3,16.4,12.4,11.1,10.5,..,7.3,8.2,6.9,5.8,6.4,7.1,..
Bolivia,BOL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,14.85929937,14.18467931,14.91825951,12.62543215,13.25799236,12.96581268,13.25565282,12.95511869,13.42723687,13.3223838,11.7927212,10.93754787,10.01115609,10.44240446,11.1524078,10.38990534,9.769585695,9.812161627,9.966979368,9.740217371,10.23949424,11.17187546,11.58933611
Bolivia,BOL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.14275702,27.95488633,26.43510811,26.13339628,25.14389691,25.73902396,25.42067461,25.47356867,25.59648984,26.83964995,26.26921878,27.65224821,28.28979071,29.73663909,29.22868512,30.14394182,30.36910686,29.3342193,28.51819296,27.62550008,25.20241623,25.32635915,26.3699742
Bolivia,BOL,Net migration,SM.POP.NETM,..,..,-83002,..,..,..,..,-89995,..,..,..,..,-84003,..,..,..,..,-61794,..,..,..,..,-50005
Bolivia,BOL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.722329464,12.29385246,12.62034606,13.54652906,12.03978514,12.3308029,11.78254596,13.18410486,12.97300023,15.01634882,16.21516419,16.81616822,16.9648658,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,16.23635225,17.16775609,16.97753038,17.68365801,17.89843151,17.80198046,16.90831885,18.37705136,18.79573449,20.24240532,22.97238836,23.20391311,23.2656061,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,4005.073031,4107.570138,4240.405451,4392.036548,4307.167571,4319.498535,4314.927169,4340.858593,4325.841388,4392.853642,4528.430611,4681.536686,4801.686035,5037.607541,5092.845271,5178.104901,5327.322637,5432.776929,5703.726749,6013.208615,6345.118163,6621.215444,6715.78042
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.862,58.423,58.987,59.554,60.122,60.69,61.26,61.829,62.399,62.968,63.538,64.113,64.692,65.272,65.847,66.408,66.945,67.451,67.922,68.357,68.756,69.125,..
Brazil,BRA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,11072.72529,11137.58926,11334.82075,11197.70194,11081.65462,11370.97094,11368.46645,11559.5606,11541.97503,12058.20771,12298.58795,12643.56501,13268.4139,13802.81799,13649.86584,14537.56719,14973.09847,15119.91214,15432.89363,15374.26151,14702.59127,14077.12141,14103.45153
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,89.49744028,18.4577835,7.728833105,4.924091502,8.009287115,5.885482128,8.232635464,9.797521307,14.09208429,7.74753022,7.437125123,6.7790941,6.448587993,8.782008072,7.313442599,8.409654436,8.307285349,7.930491528,7.498842407,7.842144591,7.570640312,8.144388499,3.791215029
Brazil,BRA,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,52641000000,52506000000,59178000000,58767000000,54563000000,63716723041,66517202824,68943055576,82570023304,1.07985E+11,1.33005E+11,1.56303E+11,1.84603E+11,2.28393E+11,1.80723E+11,2.3206E+11,2.9255E+11,2.81259E+11,2.79588E+11,2.64063E+11,2.2387E+11,2.17753E+11,2.51721E+11
Brazil,BRA,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,93345451697,92952233446,1.03195E+11,1.0826E+11,1.14438E+11,1.29155E+11,1.41077E+11,1.50214E+11,1.66761E+11,1.90898E+11,2.09308E+11,2.19434E+11,2.32986E+11,2.3394E+11,2.12307E+11,2.37193E+11,2.48553E+11,2.49226E+11,2.55194E+11,2.523E+11,2.69506E+11,2.74669E+11,2.88895E+11
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,16.98446,15.63559148,16.57620926,16.43858493,20.98216648,22.63976136,26.93628502,27.6183574,28.14038472,29.67825248,27.08679528,26.04169938,25.2926117,27.25756946,22.10597574,22.5174074,23.70165584,24.76530502,25.56186029,24.68540582,26.95362594,24.57428273,24.11975695
Brazil,BRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.38748E+12,1.41811E+12,1.46625E+12,1.47121E+12,1.47811E+12,1.5389E+12,1.56018E+12,1.60783E+12,1.62616E+12,1.7199E+12,1.77487E+12,1.84511E+12,1.95693E+12,2.05655E+12,2.05397E+12,2.20887E+12,2.2969E+12,2.3413E+12,2.41178E+12,2.42404E+12,2.33799E+12,2.25691E+12,2.27894E+12
Brazil,BRA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,63293000000,66018000000,75139000000,74415000000,62807000000,71576500702,71626048627,60778949499,62707203451,78995242018,96610925191,1.19499E+11,1.5779E+11,2.20247E+11,1.74697E+11,2.43661E+11,3.02029E+11,3.03848E+11,3.25571E+11,3.18799E+11,2.43146E+11,2.03163E+11,2.21543E+11
Brazil,BRA,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,1.06325E+11,1.12265E+11,1.2865E+11,1.28577E+11,1.09169E+11,1.20958E+11,1.24988E+11,1.08355E+11,1.07831E+11,1.19007E+11,1.27887E+11,1.50602E+11,1.80057E+11,2.10713E+11,1.94694E+11,2.60188E+11,2.84703E+11,2.86769E+11,3.0753E+11,3.01644E+11,2.58839E+11,2.32538E+11,2.44149E+11
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4859000000,11200000000,19650000000,31913000000,28576000000,32994718700,23225846372,16586600193,10123013671,18181190855,15459981604,19378093068,44579492464,50716402711,31480932200,88452079264,1.01158E+11,86606502981,69686087841,97179590335,74718044774,77794463497,70685049298
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.29234635,17.26694638,17.76398561,18.16475192,17.38955974,18.90311927,18.7418603,17.44907948,16.8566884,17.91256834,17.20488329,17.81647433,19.8193257,21.61938291,18.79613513,21.80132157,21.82627111,21.41722537,21.69376694,20.54841076,17.41162586,15.38723985,15.5028198
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.949999809,6.769999981,7.679999828,8.899999619,9.609999657,9.795000076,9.350000381,9.109999657,9.729999542,8.890000343,9.31000042,8.390000343,8.090000153,7.626999855,8.279999733,7.256999969,6.690000057,7.190000057,6.989999771,6.670000076,8.43999958,11.60999966,13.31999969
Brazil,BRA,"Population, total",SP.POP.TOTL,162296612,164913306,167545164,170170640,172759243,175287587,177750670,180151021,182482149,184738458,186917361,189012412,191026637,192979029,194895996,196796269,198686688,200560983,202408632,204213133,205962108,207652865,209288278
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,19.41779056,19.73086189,20.0457475,20.35986954,20.66957995,20.97208075,21.26677347,21.55396069,21.83286581,22.10281929,22.36351162,22.61417157,22.8551612,23.08875288,23.31810618,23.54546215,23.77163914,23.995887,24.21694683,24.43284427,24.64209836,24.84438703,25.04005413
